Review,Rating,Country,user_avis,Date
"Commande annulée à répétitionTout est dans le titre, commande annulé à répétition et un SAV aux fraises....",1.0,FR,1avis,29 avril 2024
"Usure anormale des baskets enfantOn a acheté une paire de Nike Jordan à mon fils pour Noël. 4 mois après (d'un usage normal, A/R école à 1km et pas de sport), elles sont inutilisables. La basket est encore belle, mais la semelle est foutue. Retour chez JD Beaulieu, où on me renvoie vers le directeur. Il m'indique qu'il va faire remonter le problème à son responsable qualité et il revient vers moi. Très bien. Je patiente.Dix jours plus tard, aucune nouvelle. Je retourne donc chez JD Beaulieu car ils sont injoignables au téléphone. Là, le directeur consulte rapidement 2 vendeurs et m'indique que chacun considère qu'il s'agit d'une ""usure normale"" et qu'il ne peut rien faire. Il se trouve que mon fils a eu d'autres baskets avant et qu'elles ont toujours duré entre 8 mois et 14 mois. Ses usages n'ont pas changé. Donc, pour moi, NON, CE N'EST PAS NORMAL. JD n'est pas forcément responsable de la fabrication de la basket mais il ne fait rien pour explorer le problème, ni le remonter, et manque également son obligation de conseil qui, elle ne dépend pas du fabricant mais du vendeur. Comme indiqué au directeur, si l'on considère que certaines baskets ne sont pas adaptées à certaines personnes, le vendeur pourrait demander de regarder les baskets usées et conseiller en conséquence. Nous avons interagi avec un vendeur lors de l'achat et aucun question n'a été posée, aucun conseil, aucune précaution. Donc, difficile d'entendre a posteriori que ce modèle n'est pas forcément adapté à mon fils - dont je ne vois, par ailleurs, pas ce qui le distingue des autres enfants, donc on a un peu l'impression de se faire balader ici.Autre argument du directeur : les enfants usent beaucoup plus rapidement leurs baskets que les adultes. Oui, mais avec une pointure 37, a priori, la basket n'est pas destinée à un adulte !!! Et, par ailleurs, cet argument est invalidé par le fait que les baskets précédentes de mon fils ont parfaitement tenu.Et, bien sûr, pas de nouvelles du ""responsable qualité"" que le directeur devait (soi-disant) consulter.Donc, j'ai la désagréable impression que l'on se moque un peu du monde chez JD Beaulieu et que l'on balade bien le client. Ils pourraient par exemple faire remonter le problème à leur siège, ou bien à Nike, mais le directeur m'indique que, non, pas du tout, ils ne peuvent pas faire cela ; il faut que le client fasse cela directement. En gros, rachetez d'autres baskets tous les 4 mois, vous êtes des pigeons, et c'est tout.Donc, si vous avez des enfants et que vous ne souhaitez pas acheter 3 ou 4 paires de baskets ""de ville"" par an (budget de +400 euros quand même), ne leur achetez pas de Nike Jordan, et ne comptez surtout pas sur JD et JD Beaulieu pour étudier un éventuel problème qualité.",1.0,FR,3avis,12 avril 2024
"Bas de gammeIl n'est pas possible que la marque Nike fasse appel a Chronopost pour un service aussi bas de gamme.Je raconte mon histoire.Le livreur est passé chez moi hier, vendredi 22/03/2024 à 13h. Je suis descendue. Il a cherché longtemps dans son camion. Il a fini par me dire qu'il ne le retrouvait pas et qu'il avait dû l'oublier au dépôt.Lorsque j'ai vérifié sur le site de chronopost, il était indiqué ""problème de code postal"". C'est impossible, Nike m'a toujours livré sur cette adresse et le livreur est bien à mon domicile.Lorsque j'ai vérifié sur le site tôt ce matin. Il était indiqué : ""livraison prévue lundi"" (message déposé à 4h du matin). Puis un peu plus tard : ""Livraison effectuée"". Et lorsque j'ai échangé ce matin avec le chatbot il a confirmé que la livraison avait été réceptionnée par un certain REGUL à l'heure à laquelle j'étais avec le livreur (12h56).A 20h13, Nike me confirme la livraison. Où est mon colis Nike ????Je tiens à préciser :Le livreur ne peut pas être responsable. Il obéit à ses supérieurs. Les petits cheffaillons qui maltraitent leurs subordonnés. Il n'est qu'un maillon de la chaîne. On a obligé ce pauvre livreur a dire que le colis était encore au dépôt. Il n'aurait pas pu agir ainsi sur les notifications indiquées au fur et à mesure sur le site.Voyant que mon colis se baladait virtuellement, j'ai laissé plusieurs messages pour soulever les incohérences ('tripadvisor, nike, chronopost, ...)J'ai appelé Chronopost ce matin à 08h19. Une personne au bout du fil a bien décroché, mais n'a pas parlé du tout. J'entendais bien qu'il y avait quelqu'un mais la personne ne répondait pas. Sachant que les appels sont enregistrés, j'ai expliqué ce qui s'était passé en détail et les différentes indications contradictoires ou fausses qui arrivaient au fur et à mesure sur le suivi de colis.J'ai rappelé à 8h24. Là je suis tombée directement sur le ChatBot. J'ai contesté la livraison. J'ai fini par avoir une femme qui m'a confirmé que c'était une erreur. Que la livraison indiquée réceptionnée par un certain REGUL était une erreur. Que mon colis était bien au dépôt à Bobigny.Ce n'est pas possible qu'il y ait de tels dysfonctionnements chez Chronopost. Quand on a une enseigne pareille, on s'entoure de collaborateurs fiables.C'est lamentable. Quand l'entreprise Chronopost paiera convenablement ses employés et leur offrira des conditions de travail respectueuses, elle pourra peut-être avoir un service de qualité.Je tiens a répéter : LE LIVREUR N'Y EST POUR RIEN. CELA SE PASSE AU DESSUS.C'est inqulifiable de la part de Chronopost, mais Nike y participe. C'est donc inqualifiable de sa part également. Comment est-ce que la marque Nike peut propose un aussi piètre service de transporteur ?",1.0,FR,6avis,22 mars 2024
Envoi des articles troués et rembourse…Envoi des articles troués et rembourse 4 euros sur un article à 23.Il veulent que je renvoie l'article troué pour en faire quoi ? Dommage que je ne puisse pas mettre de photo,1.0,FR,2avis,29 décembre 2023
Livre des colis vides et refuse de…Livre des colis vides et refuse d’envoyer l’article ou de rembourser !!!!Commande : C01310126471,1.0,FR,2avis,09 décembre 2023
"SAV inexistantSAV inexistant, personne ne répond. Me contacter pour retirer l'avis.",1.0,FR,5avis,02 janvier 2023
bonne expérienceLes vendeurs sont très rapide et disponible à toute demande.,4.0,FR,1avis,03 avril 2024
J’ai attendu 3 semaines avant de…J’ai attendu 3 semaines avant de recevoir ma commande,3.0,FR,5avis,18 janvier 2024
"Une drôle d'histoire....Une drôle d'histoire...plutôt un cauchemar.Je commande des baskets nike sur le site nike pour être tranquille...120€ hors transport.Je chausse du 44, je commande du 44,5.Je reçois.. trop petites plutôt 42.Je signale on me dit soit retour soit échange en magasin.Je choisis échangePeu de magasin nike factory, le plus près  de chez moi est à Lyon (plusieurs) .Aucun n'a la référence que j'ai commandé en 45...Je retourne les chaussures remboursement sous 15 jours...Je vais à Lyon au centre commercial de la la pardieu (le plus grand magasin).Je demande à être conseillé pour mon besoin avec le moins cher possible car utilisation pas importanteLe responsable me dit en plaisantant que son intérêt est de vendre le plus cher...drôle de plaisanterie qui s'avère vue la suite ne pas en être une.Une vendeuse pas souriante me prend en charge.Je reexplique mon besoin .Elle va chercher quelques paires le moins cher 150 €.Je dis calmement que c'est trop cher pour moi.Elle me dit d'un ton disons pas très commerçant que ce n'est que 30 € de plus et c'est beaucoup mieux.Je ne conteste pas et lui dit que 30 € c'est pour moi beaucoup vue l’utilisation que je vais en faire.La vendeuse commence à me parler plus comme un chien qu'un client qui va acheter des chaussures à plus de 100 € !!J'essaie quand même c'est du 42 !Je jette la chausdure par terre elle me dit méchamment que c'est pas correct ce qui est vrai et pas dans mes gabitude mais énervé par tout cela...Elle appelle le responsable pour lui dire que j'ai jeté la chaussure par terre...J'explique tout au responsable qui bien entendu défend sa vendeuse.Je pars...Je vais chez decathlon et trouve des chaussures adaptées à mon besoin pour 50 € très confortable, bon look et de qualité decathlon...Conclusion ??",1.0,RE,11avis,07 juin 2024
deçuj'ai pris une paire de jordan très deçu de la qualité du produit,2.0,FR,2avis,27 mai 2024
"Aucun soucis de remboursementCommande avec une promo de -20€, malheureusement la livraison n'a pas du tout abouti, après les avoir contacter ils m'ont rembourser la somme directement, ensuite on m'a annoncé que je n'avais plus droit des -20€ si je décidais de la recommande et que a ce moment je leur téléphone à nouveau pour qu'il me rembourse la différence, livraison cette fois ci en 2 jours, remboursement le jour suivant, Service Nike Belgique au top",5.0,BE,5avis,10 janvier 2024
"basket pourriebasket pourrie , jaime pas",2.0,FR,1avis,17 novembre 2023
"Très contente de la paire de basket que…Très contente de la paire de basket que j'ai reçu ! Rien à dire sur la qualité, mais la livraison a été longue.",4.0,FR,1avis,09 janvier 2024
J'ai rien commander mais j'ai rien reçu…J'ai rien commander mais j'ai rien reçu purée,1.0,FR,5avis,14 mai 2024
"Livraison UPS de Nike déplorableLivraison UPS de Nike déplorable, à fuir.",1.0,FR,1avis,29 novembre 2023
très bonne expérience sur leur sitetrès bonne expérience sur leur site,5.0,FR,3avis,01 juillet 2024
NIKE>adidas,5.0,FR,1avis,06 décembre 2023
très bien commande dans les tempstrès bien commande dans les temps,5.0,FR,1avis,02 juillet 2024
FaibleÇa diminuer pourquoi ?,1.0,,3avis,14 juillet 2024
,5.0,FR,1avis,19 mars 2024
Yes c’est pas grave je suis pas une filleVery nice Nike shoes,1.0,FR,1avis,21 mars 2024
Reçu rapidementReçu rapidement,4.0,FR,2avis,15 février 2024
"Le service client est déplorableLe service client est déplorable. J'ai acheté une carte cadeau avec une somme assez conséquente. Carte cadeau reçu, mais l'autocollant colle très très bien ce qui fait que ça a déchiré le code PIN. La carte est inutilisable. J'ai relancé une dizaine de fois le service client. Le traitement est toujours en cours. On doit me rembourser, mais ça fait 3 semaines que j'attends une confirmation. C'est vraiment déplorable. Je ne recommande pas de commander. Il ne me reste qu'à contacter une société de consommateurs, au vu de la somme, je ne compte pas laisser tomber.",1.0,FR,3avis,26 novembre 2023
"Une étoile car obligée de la mettre…Une étoile car obligée de la mettre pour écrire le commentaire! Zéro est la note réelle! Chaussures à 129 euros commandées, jamais reçues!! Un service téléphonique où ils sont payés à vous dire on vous rappelle et on ne vous rappelle jamais!!! Une honte!! Une marque et un site à éviter absolument!!",1.0,FR,1avis,25 novembre 2023
"J'ai commandé une paire de chaussure…J'ai commandé une paire de chaussure que je n'ai jamais reçu,nike n'a rien voulue savoir, décevant",1.0,FR,1avis,24 novembre 2022
J'ai commandé un ensemble je ne l'ai…J'ai commandé un ensemble je ne l'ai jamais reçu ni remboursé,1.0,FR,4avis,05 novembre 2023
"Je ne peux plus me connecterJe ne peux plus me connecter. Mon compte a été désactivé et selon eux, je dois créer une nouvelle adresse mail pour avoir un compte. Je trouve l'approche très particulière et vraiment pas simple",1.0,FR,3avis,21 novembre 2023
"une honte pour NikeSite internet bien achalandé pour vous faire dépenser mais c’est tout.Service client inexistant, j’men foutiste, qui raccroche au nez quand ils ne trouvent pas de solutions.Inacceptable de la part du numéro un mondial des commerces et détails en articles de sport.Incapable de fournir un duplicata de facture par voie postale étant donné que leur serveur mail extérieur ne fonctionne pas pour les pièces jointes.J’ai fourni 3 adresses mails différentes à des localisations différentes et le problème viendrait de chez moi.Ils envoient des mails pour donner notre avis que l’on reçoit mais aucunes pièces jointes ne passent par mail.Du coup, ils en deviennent hors la loi puisqu’on peut exiger un duplicata de facture ..inadmissible.Signalé à la direction générale de la répression des fraudes.Aucunes solutions trouvées mise a part par mail qui ne fonctionnent pas.Je ne savais pas que chez Nike, qui est le sponsor officiel des plus grands sportifs mondiaux avec des fonds de publicitaires exorbitants ne pouvait pas financer l’achat d’un timbre poste..",1.0,FR,6avis,11 novembre 2023
J'ai acheté une paire à 130 € arrivée…J'ai acheté une paire à 130 € arrivée avec des tâches de colle. Je contacte le service client avec photos à l'appui et la on me propose le remboursement car les tennis sont en rupture ! J'ai demandé juste une petite remise non on rembourse très très déçu,1.0,FR,7avis,10 novembre 2023
Service client médiocre annule les…Service client médiocre annule les commandes sans raison,1.0,FR,5avis,15 novembre 2023
"Service Client déplorableCommandes annulables seulement 15 minutes après avoir été passées, aucun moyen de modifier une adresse de livraison dans une commande, service client vraiment très moyen. Je regrette mon achat sur leur site.",1.0,FR,3avis,15 novembre 2023
"Comment ce fait il qu’on peut joindre…Comment ce fait il qu’on peut joindre personne ! Utiliser ups comme livreurs est une grosse blague, j’ai pris ma journée pour attendre un colis jamais arrivé je regarde le suivi on me dit client absent livré en point relai !! J’ai payé pour être livré chez moi ! Inadmissible !",1.0,FR,2avis,09 novembre 2023
Service client déplorableService client déplorable. Aucune réponse au mail suite à un défaut d'article commandé en ligne. A fuir,1.0,FR,1avis,15 décembre 2022
"Finitions horrible!Alors comment vous expliquez que c'est juste impossible d'avoir une assistance correcte,  j'ai eu des chaussures mal finies, les coutures étaient toute mal faite, j'ai envoyé des photos à Nike et la seule solution un échange avec 20% de remises, c'est juste scandaleux sachant le prix de ces chaussures 179€! j'aimerai bien vous faire part des photos pour que vous vous rendez compte qu'ils ne savent plus fabriquer de belle chaussures avec des finitions conforme.",1.0,BE,13avis,03 novembre 2023
"Dommage que je ne puisse mettre 0Dommage que je ne puisse mettre 0 !Commande passé début octobre nike m’informe que la paire de chaussure n’est pas disponible donc un remboursement aller avoir lieu! Sauf qu’à ce jour toujours rien je les contact d’abord par chat il me réponde que dans un délai de 48h le remboursement sera fait, le lendemain je reçois un mail me disant qu’il faut que je fournisse un relevé de compte bancaire pour prouver que je n’est pas été remboursé j’appelle donc après 30mn d’attente enfin une personne au bout du fil qui me dit la même chose que sur le mail et me raccroche au nez!Je n’ai jamais eut affaire à une demande de remboursement si compliqué !En tout cas nike vous ne m’aurez plus! Incompétence totale!",1.0,FR,2avis,
"Produit défectueux …Chaussures blanches et beiges reçues tâchées de peinture rouge. Après plusieurs échanges aucun geste commercial juste un retour est possible, problème l’article n’est plus dispo. J’ai donc 2 agents au téléphone qui me disent de choisir un nouvel article à peu près au même prix et qu’ils s’aligneront au prix que j’ai payé la paire défectueuse. Au moment du choix un autre agent refuse de le faire et me raccroche au nez. Morale de l’histoire ne jamais acheté chez eux en plus de leur impolitesse aucun dédommagement alors que j’ai reçu une paire d’occasion et aucune solution apportée alors que la paire est en rupture. Pour une enseigne comme Nike ça craint!!!!",1.0,FR,4avis,23 octobre 2023
"Service client exécrableInadmissible. J’avais une question sur un retour, j’ai contacté le service client par téléphone qui ne parlait pas français et qui ne comprenait pas mon problème. Au bout de 15 min à essayer de ré expliquer mon souci, la conseillère m’a raccrochée au nez. J’ai alors contacté un autre conseillé via le Tchat cette fois en perdant encore 15 min à ré expliquer mon problème. Bizarrement le Tchat s’est à nouveau déconnecté. J’ai repassé 15 min avec un autre conseiller et re-déconnexion.Au final, j’ai passé 1h au expliquer un problème très simple sur un retour de produit, je me suis faite raccrochée au nez, et personne ne m’a aidée. Bravo Nike vous êtes géniaux.Ma réf commande : C01288812982",1.0,FR,2avis,25 octobre 2023
"Au vue des commentaires je n étais pas…Au vue des commentaires je n étais pas très chaud pour commander et en discutant avec ma femme , nous sommes aller voir les commentaires des autres sites où nous avions l habitude de commander.Pas de meilleur commentaires alors que nous étions satisfait des autres sites .C est pour cela que je prends le temps ce soir pour vous dire que malgré les mauvaises note POUR NOUS ce site est fiable, paire de dunk Commander dimanche soir recu ce jour et satisfait du prix et de la commande .Si les gens satisfait prenaient le temps de commenter les notes seraient bien meilleur.Je comprends bien que vu le nombre de commande une partie des clients ne soient pas satisfait mais pour nous c est OK.",5.0,FR,1avis,24 octobre 2023
Je déconseille fortement ce service en ligne de NikeMalheureusement je déconseille fortement ce service en ligne! Mes colis sont indiqués livré et après 10 jour de mon appel au service client nike je ne sais toujours pas où est mon colis!! Aujourd’hui encore une personne m’a carrément raccroché au nez car elle ne voulais pas me passer un responsable. Je ne recommande pas du tout,1.0,FR,1avis,24 octobre 2023
"Commande retourné le 11 septembreCommande retourné le 11 septembre, toujours pas remboursé, à chaque fois le même discours je demande a mon supérieurNe jamais commander chez Nike",,FR,1avis,11 septembre 2023
"Des bugsDes bugs, peu de stock, une expérience horrible et une perte de temps, merci les ingénieurs !!!",2.0,FR,5avis,20 octobre 2023
Bien mais cher pour ce que c’est!!!,4.0,FR,2avis,13 octobre 2023
"A fuirA fuir. Commande passée et payée le 23/09/23, jamais reçue. Contacté 10 jours après, par chat, le service client me balade pendant 1 h en promettant de me rappeler. Contacté hier par téléphone, on m'annonce que ma commandé m'attendait dans un point relais et qu'elle leur a été retournée. Alors que j'ai payé une livraison à domicile et jamais informée du statut de ma commande déposée chez je ne sais qui. Seule solution pour eux : me rembourser. Ok, plus jamais, je vais demander à être dédommagée du temps perdu. Inadmissible. Allez en magasin si vous être accros à Nike.MA",1.0,FR,5avis,23 septembre 2023
J aime beaucoup l’es ensemble Nike.,4.0,FR,2avis,16 octobre 2023
"Service client bidon.Marque décevante, à éviter, surtout en cas de remboursement.Incroyable mais vrai, vous allez courir après votre argent.",1.0,FR,13avis,14 octobre 2023
Sav catastrophique car j ai retourner…Sav catastrophique car j ai retourner un paire de nike tn payer 179 euros chez leur seul vendeur agrée footlocker porté 1 fois 3 h ou les bande se sont decoller en 3 h j ai donc retourner c est basket au sav nike (comme demander par foot lockers) pour défaut des baskets il les ont reçu le 2 septembre confirmer suite mon apelle après 10 jours je rappelle ont me demande ma preuve d envoie car ils savent pas je leur retourne par mail je rapelle encore ont me dit tout est OK vous serez remboursé sous 7 jours j apelle je rapelle j attend mais toujours rien je rapelle à nouveau le service client ce jour conseillère très désagréable qui veut juste se débarrasser de moi bref dossier en cours depuis le 22 août et toujours rien ont me dit encore d attendre mon fils peut il attendre encore pour avoir c est basket ? À fuite vraiment maintenant quand vont il enfin me rembourser les 179 euros ? Je n en sais rien... Nike à fuire qualité à priori pas au top sav à l étranger qui ne tien pas compte du respect du client avec un délais trop long ... Le pire la conseillère me reproche de ne pas les avoir acheté chez nike alors quelle était sur leur site en rupture de stock comme bien souvent sur le site nike rupture..,1.0,FR,4avis,22 août 2023
,1.0,FR,6avis,08 octobre 2023
Pas rembourséRestitué un article commandé sur internet  en passant par un store. Pas de remboursement 1 mois apres retour,1.0,FR,1avis,14 septembre 2023
MAUVAISE EXPERIENCE DE MON ACHAT SUR…MAUVAISE EXPERIENCE DE MON ACHAT SUR INTERNET MAIS RESTE UNE BELLE MARQUE,1.0,FR,5avis,10 septembre 2023
"4 commandes en 2023, 0 livrées4 commandes en 20234 commandes non livrés et finalement annulées après avoir harceler le service client.Et pour compenser, Nike ose offrir des codes promo de 10% (mais comme ils ne livrent pas la commande suivante, le code promo est perdu et ne sert à rien).A fuir. Préférez des sites plus sérieux comme Lepape ou Irun (où ils livrent leur commandes eux).",1.0,LU,3avis,05 octobre 2023
Basket défectueux ou la colle partout,1.0,FR,1avis,05 octobre 2023
Commande passée sur SNKRS puis annulée…Commande passée sur SNKRS puis annulée par Nike pour cause de rupture de Stock.Même les pires sites d'Internet ne me font pas le coup.Je ne comprends pas comment Nike peut être aussi mal organisée.Du vrail travail d'amateurs.Passez votre chemin.,1.0,,18avis,30 septembre 2023
Chronopost de la grosse mer##Nike je repect envoi les colis très rapide produit de très bonne qualité mais le problème en France se sont les livreurs c est n importe quoi il passe devant vous sans s arrêté et vous réponde même pas au téléphone Chronopost France zéro nul arrêté de travailler avec eux il détérior votre image merci deux jour d affilé passe devant moi dans la rue devant chez moi et ne s arrête pas et reporte la livraison chauffeur vraiment des gros connar,3.0,FR,4avis,04 octobre 2023
Compliqué d’avoir une réponse,2.0,FR,,01 octobre 2023
"Très contente de mon achat comme à…Très contente de mon achat comme à chaque fois! Livraison rapide, emballage propre! Merci je recommande",5.0,FR,3avis,28 septembre 2023
Très cher pour ce que c’est,3.0,FR,3avis,26 septembre 2023
HONTEUX !!!HONTEUX !!!! je suis vraiment choqué du SAV pour une marque avec autant de notoriété.Jai commandé une paire la taille n'allait pas je vais pour faire un retour et la le drame des bugs a répétition on ne te propose pas un échange de pointure mais direct un remboursement j'appelle le SAV je tombe sur un robot qui me fait galérer 17 minutes avant d'avoir une personne vivante qui comprend a moitié le Français ! bref plus jamais ! une honte !,1.0,FR,1avis,19 septembre 2023
"commande reçue avec 10 jours de retardcommande reçue avec 10 jours de retard, SAV pas réactif, dommage pour une aussi belle marque et avec des beaux produits",2.0,FR,5avis,25 août 2023
"NIKE, roi de l arnaqueCommande de plusieurs articles, quand la livraison arrive il manque une veste. Le service après vente refuse de rembourser malgré plusieurs échanges téléphoniques.  Service client nul à part un "" je vous comprend "" aucune action et bien entendu refuse de nous donner les coordonnées du responsable. Vu les autres avis Nike semble spécialiste dans l art d arnaquer ses clients,  une véritable honte!!!!",1.0,FR,3avis,12 septembre 2023
"Trés étrange pour une grande marque....Comme beaucoup d'autres, visiblement, ma commande échoue à chaque fois en indiquant que le paiement n'est pas passé (alors que ma banque m'en informe par son appli !!!). Autre détail ""intriguant"", à aucun moment je n'ai eu à rentrer mon adresse email ce qui semble indiquer le peu de cas qu'ils font du suivi de commande....",1.0,FR,,12 septembre 2023
"Nous avons jamais reçu notre colis et…Nous avons jamais reçu notre colis et nike veut rien savoir, nous demandons qu’ils renvoient les chaussures ou bien qu’ils remboursent, ils disent qu’ils sont pas responsable de la livraison, ce sont de voleur!!!!!! Ils nous ont dit regardez avec PDP pour qu’ils remboursent eux …. Alors que DPD dit que c’est à Nike de rembourser bref je vous conceille pas de commander la bas arnaque 230.- jeter à la poubelle",1.0,CH,1avis,24 août 2023
"Une arnaque des baskets en promotion on…Une arnaque des baskets en promotion on essaye de payer sa ne passe ,on réessaye plusieurs fois par jour durant 3 ou jours d'affiler toujours le même message le payement n'est pas passer alors que les baskets y étaient et la taille aussi",1.0,FR,8avis,11 septembre 2023
"Commande reçue en 2 jours.Commande reçue en 2 jours.Je suis très satisfaite, toujours au top la qualité. Rien à dire",5.0,FR,5avis,09 septembre 2023
Chaussures très confortable,5.0,FR,3avis,09 septembre 2023
Je vien d'avoir ikram au téléphone…Je vien d'avoir ikram au téléphone service client nike ma fait patienter une heur pour au final ne pas régler mon probleme d'une commande non reçus je suis indigner par sont comportement on est le 7 septembre 2023 il 1404 j'ai eu ikram à 13h00 en plus de cela elle ne veux pas me passer de responsable elle ne veux rien savoir,1.0,FR,2avis,07 septembre 2023
Nike devrait revoir ses stocks car…Nike devrait revoir ses stocks car commande passer vendredi dernier la pointure était en stock et je reçois un mail la veille de la livraison pour me dire que ma commande était annulée car rupture de stockDéçu car ma fille se réjouissait d'avoir ses baskets pour la rentrée,1.0,FR,5avis,01 septembre 2023
"NIKÉBonjour,Dommage qu'il n'y ai pas 0. Tellement merité.Commande honorée partiellement.@Nike pour info commande d'un Nike Member...pfff!1sur 2 les chaussettes OK mais pas de chaussures .Article soit disant en rupture alors que disponible en ligne à la taille souhaitée.8 jours d'attente selon le service client (qui n'en est pas un de surcroît car la satisfaction client n'est pas au programme de la formation). De multiples contacts auprès de ce servive m'invitant à patienter 10 jours supplémentaires! Alors que disponible en ligne...promesse d'envoi d'un dédommagement (code promotionnel lié à l'incident) la suite? Code non recu comme la commande et lors de la relance je passe pour un menteur puisqu'il n'en a jamais été fait mention par un nike athlète malgré l'enregistrement des échanges (proposé a chaque fin de chat!) que je propose de transmettre puisque j'en ai la preuve WTF! Je me suis bien fait NIKÉ! A bon entendeur",1.0,FR,1avis,05 septembre 2023
Nike cap 3000Magasin où nous avons été bien reçu et bien conseillé.Je recommande ce magasin Nike cap 3000 st Laurent du Var,5.0,FR,9avis,02 septembre 2023
"Bon choix d’articles + ArnaqueBon choix d’article, un peu cher à mon goût pour ce que c’est. Et j’ai reçu un mail de eux expliquant que j’avais une réduction. Je vais en magasin pour l’utiliser et on me dit que la réduction n’est pas valable sur les articles que j’savais choisi alors que dans le mail , il n’y a aucune information concernant ceci .",3.0,FR,6avis,02 septembre 2023
"Articles payés mais manquantsCommande faite de 3 articles pour un montant de 208€.Colis réceptionné dans un relais ne contient finalement qu'un seul article.Refus de Nike de reconnaître leur erreur, refus de rembourser ou même de renvoyer les 2 articles manquants.J'ai perdu 105€ dans cette affaire, une broutille pour le géant Nike mais une déception pour mon fils qui n'a pas sa tenue pour son entraînement de basket...VOLEURS !!",1.0,FR,1avis,28 août 2023
"Fichu après 2 lavages à 30°Tee-shirt a plus de 40€ lavé 2 fois et à 30° et dont le colle est tout détendu comme si une personne de la taille XXXL l'avait porté. Achetez plutôt un Patagonia, c'est qu'Ali et au moins on s'est d'où ça vient",1.0,FR,7avis,29 juillet 2023
SAV A distance et 0 RemboursementUn article de ma commande a été retourné et reçu par Nike mais jamais remboursé! Ni par chat ni par téléphone la discussion a abouti. De plus il n’y a plus d’adresse postale en France. Site VAD à fuir. Cela m’a dégoûté de la marque et je me tourne vers la concurrence dans 90% de mes achats!,1.0,FR,11avis,31 août 2022
"Très mauvaise expérienceTrès mauvaise expérience , au moment où j'ai passé ma commande l'article était disponible mais au moment de l'expédition il était en rupture de stock du coût je ne reçois pas ma commande pour la rentrée de fille . Quelle professionnalisme !!!!",1.0,FR,2avis,23 août 2023
Service client complètement inutileService client complètement inutile. Ce n’est ni un service ni pour les clients,1.0,FR,2avis,25 août 2023
"Je suis obliger de mettre une étoile…Je suis obliger de mettre une étoile mais ça ne les vaut pas du tout, après une commande perdue j’ai dû batailler pour avoir mon remboursement, j’ai dû appeler au moins une dizaine de fois. J’attends toujours mon remboursement. Je ne commanderais plus chez Nike. J’irai chez Adidas.",1.0,FR,3avis,16 août 2023
Service client inexistantService client inexistantPremière commande en 2019 > ok95% de mes achats chez Nike sont fais en magasin.Deuxième commande il ya quelque jours car je n'avais pas le temps de me déplacer en magasin.Commande jamais reçu et Nike m'indique qu'aucun remboursement n'est possible .. 190€ la paire qui se transforme en une donation de 190€ à Nike ! Site en ligne à fuire,1.0,FR,37avis,25 août 2023
"Service client impeccable.J’ai eu un soucis avec ma commande, très certainement perdue ou volée, le service client a été parfait, à l’écoute, aux petits soins, merci a Delano pour cette très bonne expérience client.",5.0,FR,1avis,23 août 2023
"C est la cata complète pour la…C est la cata complète pour la livraisonJ avais fait une première commande livrée chez moi. Chronopost n est jamais passé et a retourné le colis a l expéditeur après 14 j d attenteDu coup je passe une nouvelle commande en point relai, c'est UPS qui s en charge, mais je viens de voir sur le suivi : livraison refusée.Donc Nike , on peut passer des commandes, mais on peut pas se les faire livrer. C est ballot pour un site de e-commerce ... A fuir ...",1.0,FR,7avis,23 août 2023
"TRÈS NULNUL. Tu achètes une paire de crampons vissé à 280 euros, tu perds un crampons en dessous de la chaussure ben tu l’as dans le baba , impossible d’acheter juste le vissé en dessous il ne les vendent pas à l’unité.Merci Nike, merci.Lets Go chez Adidas",1.0,FR,1avis,22 août 2023
"Jamais reçuJamais reçu, commande passée avec Paypal, j'aspire a être remboursée",1.0,FR,2avis,07 août 2023
"a eviter , une experience vraiment nullec'est n'importe quoi ce site ...colis de retour perdu , et pas de remboursement  !des voleurs !",1.0,FR,9avis,16 août 2023
"Gros problème avec le site pour…Gros problème avec le site pour commander des Nike customisé, lorsque je sélectionne la taille 36.5 j’ai du 38.5 au moment du paiement. Les tailles sont décalées, en prenant du 35.5 j’ai 37.5. Cela arrive uniquement pour les tailles femmes des Nike dunk low by you. Pour les autres produits il n’y a aucun problème. Votre site a clairement un soucis, j’ai essayé avec tous les navigateurs, app, ordinateur du travail…J’ai déjà signalé le problème hier, est-ce que vous comptez faire quelque chose ??? Après tout si vous ne vendez pas c’est votre problème pas le miens.",1.0,FR,18avis,15 août 2023
"Nike à un très mauvais service clientNike à un très mauvais service client, sachant que la livraison se fait par chronopost, et jamais reçu le colis, quand on appel c est à nous 🆑ient de se débrouiller, nike à beaucoup de mal à soit rembourser soit refaire une livraison car à ce jour toujours rien, vaut mieux se déplacer en magasin",1.0,FR,1avis,01 août 2023
"Très satisfaiteTrès satisfaite, j'ai commandé jeudi 10 août et je l'ai ai reçu ce matin ( samedi) colis en parfait état et les baskets commandé pour mon fils sont nikels, rien à dire, je recommande.",5.0,FR,1avis,12 août 2023
Site à fuirSite à fuir.Je trouve ça inadmissible un service client aussi pourri quand on vois les prix des chaussures... même shein répondent mieuxJe suis hallucinée.  3 commande 3 fois je leurs laisse le bénéfice du doute . E fois le service après vente est horrible . Je ne comprend pas un mot de ce qu'il se dit . Ils ne savent rien dire à part patienter  une commande que j'ai renvoyée ça fait plus de 3 semaine que j'attends mon remboursement.  Ils me mettent à bout.  Plus jamais!,1.0,FR,1avis,04 août 2023
